student_id,gender,age,study_hours,attendance,previous_score,assignments_completed,internet_access,extracurricular,final_grade,performance
9601,Male,19,8,52,84,0,No,Yes,66,Good
9602,Male,20,5,81,55,8,Yes,Yes,68,Good
9603,Male,19,1,93,68,2,Yes,No,49,Poor
9604,Female,17,7,54,65,3,No,Yes,58,Average
9605,Female,19,5,89,72,5,Yes,Yes,76,Good
9606,Female,17,5,53,84,0,Yes,No,60,Average
9607,Female,16,5,87,82,3,No,No,61,Average
9608,Male,16,3,80,100,7,Yes,Yes,74,Good
9609,Male,17,9,81,78,2,Yes,Yes,70,Good
9610,Male,22,4,82,83,1,Yes,No,64,Average
9611,Male,16,8,66,54,2,No,Yes,58,Average
9612,Female,17,4,92,71,6,Yes,Yes,70,Good
9613,Male,19,3,87,57,4,Yes,No,65,Good
9614,Male,22,3,60,97,6,No,No,57,Average
9615,Male,21,4,64,59,3,Yes,No,46,Poor
9616,Female,17,3,59,82,7,No,No,52,Average
9617,Male,21,6,83,53,4,No,Yes,66,Good
9618,Male,16,10,82,91,1,Yes,Yes,82,Excellent
9619,Female,18,2,60,78,6,Yes,No,62,Average
9620,Male,17,3,82,84,8,Yes,Yes,60,Average
9621,Male,20,8,99,56,9,Yes,Yes,76,Good
9622,Female,19,8,78,74,5,Yes,No,77,Good
9623,Male,18,10,69,58,4,No,Yes,73,Good
9624,Female,19,3,77,75,3,Yes,Yes,57,Average
9625,Male,20,4,62,71,10,No,No,66,Good
9626,Female,19,9,71,45,3,Yes,Yes,58,Average
9627,Female,18,4,57,49,6,No,No,52,Average
9628,Male,19,6,78,42,5,No,Yes,63,Average
9629,Male,18,10,91,45,10,Yes,Yes,78,Good
9630,Male,18,7,60,89,10,No,No,64,Average
9631,Female,17,6,98,75,4,Yes,Yes,73,Good
9632,Male,16,2,64,68,3,Yes,Yes,47,Poor
9633,Male,16,2,79,54,8,Yes,Yes,61,Average
9634,Male,22,7,84,65,10,No,No,71,Good
9635,Male,22,8,51,79,9,No,No,73,Good
9636,Male,20,10,82,94,7,No,No,80,Excellent
9637,Male,20,10,98,61,9,Yes,Yes,77,Good
9638,Male,20,9,69,77,10,Yes,Yes,81,Excellent
9639,Female,22,10,65,49,7,No,Yes,62,Average
9640,Male,20,5,82,87,6,Yes,Yes,65,Good
9641,Male,22,4,96,100,0,No,No,67,Good
9642,Female,17,4,88,84,6,Yes,Yes,75,Good
9643,Female,18,2,54,61,1,No,No,40,Poor
9644,Female,22,6,88,95,2,Yes,No,78,Good
9645,Female,20,3,77,77,0,Yes,Yes,49,Poor
9646,Female,19,1,62,51,2,No,Yes,30,Poor
9647,Male,22,4,86,45,3,No,No,51,Average
9648,Male,22,1,73,53,8,Yes,Yes,48,Poor
9649,Female,18,5,60,72,2,Yes,No,52,Average
9650,Male,16,2,51,82,9,No,Yes,52,Average
9651,Female,16,3,97,92,10,Yes,Yes,72,Good
9652,Female,22,2,50,98,6,Yes,No,66,Good
9653,Female,20,8,93,41,4,Yes,Yes,73,Good
9654,Female,22,7,77,82,3,Yes,Yes,64,Average
9655,Male,18,4,54,78,10,No,Yes,56,Average
9656,Female,19,6,97,91,3,Yes,No,71,Good
9657,Female,22,8,99,84,2,No,Yes,84,Excellent
9658,Female,22,3,62,54,2,No,No,37,Poor
9659,Female,18,5,82,54,1,No,No,52,Average
9660,Male,16,2,75,45,6,No,No,46,Poor
9661,Female,19,4,79,50,2,No,No,54,Average
9662,Male,20,4,75,53,9,Yes,No,53,Average
9663,Female,22,4,100,72,9,Yes,Yes,70,Good
9664,Female,22,8,85,73,2,Yes,Yes,71,Good
9665,Female,20,7,58,53,4,Yes,Yes,57,Average
9666,Female,22,3,59,66,4,Yes,Yes,47,Poor
9667,Female,21,5,59,52,0,No,No,50,Average
9668,Female,22,8,78,66,0,No,Yes,59,Average
9669,Female,16,8,66,55,4,Yes,Yes,55,Average
9670,Male,17,10,84,93,8,Yes,Yes,88,Excellent
9671,Female,19,10,76,56,6,No,Yes,67,Good
9672,Female,21,9,80,58,8,No,Yes,67,Good
9673,Female,22,7,92,100,6,Yes,Yes,84,Excellent
9674,Female,22,7,91,75,5,No,No,77,Good
9675,Male,22,7,86,50,6,No,Yes,61,Average
9676,Female,19,8,94,59,6,No,Yes,74,Good
9677,Male,22,6,79,64,3,No,No,67,Good
9678,Male,16,1,56,52,7,No,Yes,45,Poor
9679,Male,21,9,54,55,7,Yes,No,62,Average
9680,Female,18,7,97,63,3,No,Yes,62,Average
9681,Female,21,1,71,91,7,Yes,No,68,Good
9682,Male,20,9,62,96,0,Yes,Yes,66,Good
9683,Male,16,5,62,52,0,No,No,39,Poor
9684,Male,21,2,58,98,1,No,Yes,50,Average
9685,Male,20,9,69,43,9,No,No,67,Good
9686,Male,22,7,60,71,1,Yes,Yes,65,Good
9687,Female,16,10,84,63,4,No,Yes,78,Good
9688,Female,19,7,67,85,6,Yes,Yes,77,Good
9689,Female,16,7,72,45,2,No,No,55,Average
9690,Male,22,4,80,42,4,Yes,Yes,55,Average
9691,Male,18,3,65,75,7,No,No,50,Average
9692,Male,16,10,83,61,4,No,Yes,77,Good
9693,Male,22,6,90,70,6,Yes,Yes,80,Excellent
9694,Male,17,4,70,93,4,Yes,Yes,71,Good
9695,Male,19,3,50,53,7,No,Yes,41,Poor
9696,Female,21,8,52,68,3,No,Yes,63,Average
9697,Male,22,9,52,55,1,No,No,61,Average
9698,Female,19,10,50,57,6,No,Yes,56,Average
9699,Female,18,10,98,55,1,No,Yes,72,Good
9700,Male,20,10,54,81,10,No,Yes,78,Good
9701,Male,17,9,78,79,8,Yes,No,78,Good
9702,Male,18,6,71,68,4,Yes,No,67,Good
9703,Male,20,10,52,67,6,Yes,Yes,75,Good
9704,Male,18,1,87,81,1,No,Yes,59,Average
9705,Male,16,4,62,55,6,Yes,No,56,Average
9706,Female,20,1,67,82,3,Yes,Yes,57,Average
9707,Female,18,5,73,90,8,Yes,No,73,Good
9708,Male,19,2,100,61,2,No,Yes,57,Average
9709,Male,18,7,79,59,10,Yes,No,72,Good
9710,Female,19,10,94,41,6,Yes,Yes,70,Good
9711,Female,19,1,75,41,2,Yes,Yes,42,Poor
9712,Female,16,5,80,43,6,No,No,59,Average
9713,Female,16,1,99,83,10,Yes,Yes,65,Good
9714,Female,20,8,99,88,6,No,No,74,Good
9715,Female,21,9,76,82,0,Yes,No,75,Good
9716,Female,16,3,69,67,6,Yes,No,62,Average
9717,Female,16,3,73,44,6,Yes,Yes,49,Poor
9718,Female,16,5,61,98,2,No,No,63,Average
9719,Male,20,8,83,62,1,Yes,No,76,Good
9720,Male,20,5,99,74,0,No,No,68,Good
9721,Male,18,9,52,92,0,Yes,No,65,Good
9722,Male,19,2,67,47,1,Yes,Yes,40,Poor
9723,Female,18,9,82,99,8,No,Yes,83,Excellent
9724,Female,21,3,74,80,3,Yes,Yes,61,Average
9725,Male,19,1,79,72,1,Yes,No,48,Poor
9726,Male,20,4,84,61,2,Yes,Yes,56,Average
9727,Female,16,5,61,94,3,Yes,Yes,68,Good
9728,Male,19,10,94,68,10,Yes,No,95,Excellent
9729,Female,16,3,51,64,10,Yes,No,54,Average
9730,Male,22,5,65,88,2,No,No,54,Average
9731,Female,22,10,92,88,9,Yes,No,99,Excellent
9732,Female,17,2,50,68,4,Yes,No,55,Average
9733,Male,19,5,61,68,3,Yes,Yes,54,Average
9734,Male,22,2,84,75,7,Yes,No,61,Average
9735,Female,22,10,59,92,4,Yes,Yes,72,Good
9736,Male,17,9,51,45,6,Yes,No,59,Average
9737,Male,20,2,86,69,5,Yes,No,66,Good
9738,Male,16,9,85,79,0,No,No,75,Good
9739,Male,21,6,77,63,5,Yes,No,57,Average
9740,Female,22,3,77,83,7,Yes,No,60,Average
9741,Male,17,8,78,60,3,No,No,62,Average
9742,Male,21,7,56,93,1,No,Yes,63,Average
9743,Male,21,2,82,63,9,Yes,Yes,54,Average
9744,Female,18,5,88,49,2,No,No,62,Average
9745,Female,21,2,76,92,6,Yes,Yes,67,Good
9746,Male,16,1,55,93,0,Yes,Yes,57,Average
9747,Male,19,9,94,67,6,No,No,84,Excellent
9748,Male,20,6,71,70,2,Yes,Yes,62,Average
9749,Female,21,4,84,66,5,Yes,No,67,Good
9750,Male,21,4,91,70,2,No,Yes,63,Average
9751,Female,19,4,72,79,3,Yes,Yes,56,Average
9752,Male,16,1,51,78,9,Yes,Yes,61,Average
9753,Male,21,5,83,99,6,Yes,Yes,70,Good
9754,Male,16,4,70,98,8,Yes,No,77,Good
9755,Female,16,10,55,50,0,No,No,56,Average
9756,Male,20,6,88,98,6,Yes,No,82,Excellent
9757,Male,18,5,75,74,1,No,No,55,Average
9758,Female,22,1,50,52,7,Yes,No,41,Poor
9759,Male,22,6,80,99,0,Yes,No,66,Good
9760,Male,21,8,81,96,8,Yes,Yes,89,Excellent
9761,Female,19,2,68,84,4,No,No,58,Average
9762,Female,19,6,64,44,0,Yes,Yes,55,Average
9763,Female,20,10,95,68,4,Yes,No,83,Excellent
9764,Male,16,5,83,78,1,Yes,No,68,Good
9765,Female,20,2,93,65,5,Yes,No,60,Average
9766,Female,19,5,50,44,10,No,No,56,Average
9767,Male,20,3,78,91,2,No,No,62,Average
9768,Male,22,9,62,93,2,No,Yes,67,Good
9769,Male,16,9,97,77,1,Yes,Yes,80,Excellent
9770,Male,20,8,56,87,5,Yes,Yes,64,Average
9771,Male,22,4,86,59,1,No,Yes,48,Poor
9772,Male,20,5,52,47,7,No,No,44,Poor
9773,Male,20,4,58,58,9,No,Yes,49,Poor
9774,Male,20,7,94,93,7,Yes,Yes,85,Excellent
9775,Female,16,7,86,95,9,Yes,No,90,Excellent
9776,Male,19,7,59,78,7,No,No,72,Good
9777,Female,16,8,59,47,7,Yes,Yes,58,Average
9778,Female,20,1,95,91,0,No,No,62,Average
9779,Female,17,9,81,100,3,No,No,86,Excellent
9780,Male,17,6,82,94,7,Yes,Yes,72,Good
9781,Female,22,4,73,58,9,Yes,No,65,Good
9782,Male,18,6,76,90,4,No,Yes,64,Average
9783,Female,17,9,57,95,5,No,Yes,71,Good
9784,Female,20,3,64,96,3,Yes,Yes,62,Average
9785,Female,16,9,68,64,10,No,No,65,Good
9786,Male,17,5,99,73,0,Yes,No,74,Good
9787,Male,22,8,88,98,0,No,Yes,78,Good
9788,Female,19,8,94,46,1,No,Yes,70,Good
9789,Male,21,1,79,80,3,No,Yes,52,Average
9790,Male,16,5,53,91,6,Yes,Yes,62,Average
9791,Male,19,3,91,72,1,No,Yes,52,Average
9792,Female,17,1,80,54,6,No,Yes,53,Average
9793,Male,16,10,78,77,6,No,Yes,82,Excellent
9794,Female,19,7,81,46,4,Yes,No,60,Average
9795,Male,21,6,87,71,0,Yes,No,63,Average
9796,Male,16,3,78,44,10,Yes,Yes,60,Average
9797,Female,22,10,78,96,10,Yes,No,86,Excellent
9798,Female,17,2,100,67,7,Yes,No,61,Average
9799,Female,17,7,81,73,6,Yes,No,81,Excellent
9800,Female,16,6,69,74,5,Yes,Yes,58,Average
9801,Male,16,3,97,64,8,No,Yes,71,Good
9802,Female,16,5,67,79,10,No,No,61,Average
9803,Female,20,10,97,93,2,No,Yes,80,Excellent
9804,Female,20,9,64,53,9,Yes,No,68,Good
9805,Male,20,7,67,50,1,No,Yes,48,Poor
9806,Male,21,7,54,40,9,Yes,Yes,66,Good
9807,Female,19,8,70,64,10,No,Yes,68,Good
9808,Female,19,8,64,100,2,No,No,68,Good
9809,Female,21,7,99,68,7,Yes,Yes,72,Good
9810,Female,17,4,71,82,2,No,No,57,Average
9811,Female,16,8,54,84,6,Yes,No,74,Good
9812,Female,18,8,83,85,4,No,Yes,76,Good
9813,Male,18,2,64,45,0,No,No,42,Poor
9814,Male,21,3,89,84,7,Yes,No,71,Good
9815,Male,17,6,76,40,9,Yes,Yes,62,Average
9816,Male,19,9,54,43,6,No,No,50,Average
9817,Female,21,7,63,83,2,No,Yes,62,Average
9818,Male,18,1,71,87,10,No,Yes,56,Average
9819,Female,21,7,50,50,7,No,No,52,Average
9820,Female,22,1,74,97,8,Yes,No,67,Good
9821,Female,21,6,83,70,0,Yes,Yes,56,Average
9822,Male,21,2,52,87,5,No,No,45,Poor
9823,Male,19,8,69,46,5,No,No,62,Average
9824,Female,18,1,90,74,7,No,Yes,61,Average
9825,Male,16,8,71,71,6,No,No,73,Good
9826,Male,22,10,61,46,4,Yes,No,65,Good
9827,Female,22,5,95,97,0,No,Yes,74,Good
9828,Male,18,6,55,77,1,No,Yes,49,Poor
9829,Male,21,3,59,67,10,No,No,62,Average
9830,Male,19,7,58,59,3,No,Yes,62,Average
9831,Male,22,5,83,83,0,No,No,66,Good
9832,Female,18,7,89,49,10,Yes,Yes,71,Good
9833,Male,20,8,98,63,7,No,Yes,72,Good
9834,Female,21,9,80,67,7,Yes,No,77,Good
9835,Male,19,2,84,64,9,No,Yes,57,Average
9836,Male,18,1,84,43,8,No,Yes,57,Average
9837,Male,18,6,90,70,1,No,Yes,70,Good
9838,Female,20,4,55,78,1,Yes,Yes,50,Average
9839,Male,22,10,71,54,5,Yes,Yes,72,Good
9840,Female,17,7,76,65,2,Yes,No,67,Good
9841,Male,19,1,98,79,0,Yes,No,60,Average
9842,Female,16,2,95,47,10,Yes,Yes,55,Average
9843,Male,16,3,100,64,1,No,No,58,Average
9844,Female,19,8,92,96,1,No,Yes,70,Good
9845,Male,18,3,83,74,7,No,No,67,Good
9846,Female,22,10,51,85,10,No,No,72,Good
9847,Female,16,6,95,96,1,No,No,77,Good
9848,Male,16,4,81,49,8,Yes,Yes,56,Average
9849,Female,17,2,69,56,8,No,Yes,56,Average
9850,Female,20,1,61,78,5,No,No,51,Average
9851,Female,18,3,76,62,7,Yes,Yes,62,Average
9852,Male,17,9,94,58,4,Yes,Yes,68,Good
9853,Female,21,2,77,42,9,No,Yes,49,Poor
9854,Male,21,7,55,52,6,Yes,No,54,Average
9855,Male,22,1,63,71,4,Yes,Yes,46,Poor
9856,Female,20,7,89,99,8,No,Yes,75,Good
9857,Female,19,6,78,99,1,No,No,71,Good
9858,Female,17,4,86,83,4,No,No,66,Good
9859,Female,22,10,54,87,4,No,No,79,Good
9860,Female,20,1,87,61,1,Yes,No,44,Poor
9861,Female,19,1,63,92,2,No,No,47,Poor
9862,Female,21,2,53,54,1,No,Yes,30,Poor
9863,Female,22,1,65,54,0,Yes,No,46,Poor
9864,Female,19,7,92,79,6,No,Yes,80,Excellent
9865,Male,16,1,82,43,9,Yes,Yes,59,Average
9866,Female,20,10,96,67,7,Yes,Yes,85,Excellent
9867,Female,18,2,71,94,10,No,Yes,62,Average
9868,Male,17,5,100,76,1,No,Yes,59,Average
9869,Female,17,6,81,80,0,No,Yes,62,Average
9870,Female,22,10,67,55,10,No,No,79,Good
9871,Female,16,7,63,65,8,No,Yes,61,Average
9872,Male,21,4,74,99,9,Yes,No,68,Good
9873,Female,22,6,58,62,6,No,Yes,61,Average
9874,Male,16,7,68,53,3,Yes,No,61,Average
9875,Male,22,7,86,67,5,Yes,No,79,Good
9876,Male,19,9,61,69,2,No,No,62,Average
9877,Male,16,1,87,91,10,Yes,Yes,69,Good
9878,Female,16,8,80,47,5,No,Yes,68,Good
9879,Female,17,2,95,70,4,Yes,Yes,56,Average
9880,Female,17,2,99,84,9,Yes,No,71,Good
9881,Female,16,10,87,71,0,No,Yes,75,Good
9882,Female,16,4,55,41,3,No,No,40,Poor
9883,Female,20,5,56,49,3,Yes,No,53,Average
9884,Female,22,8,69,60,3,No,No,55,Average
9885,Female,18,3,58,63,6,Yes,No,47,Poor
9886,Male,16,4,57,49,1,Yes,No,46,Poor
9887,Male,21,4,84,99,1,No,No,66,Good
9888,Female,17,3,80,85,4,Yes,No,64,Average
9889,Male,18,3,59,63,5,Yes,Yes,59,Average
9890,Male,20,3,90,40,7,No,No,48,Poor
9891,Female,18,9,74,50,9,No,Yes,65,Good
9892,Male,18,4,83,47,2,Yes,No,59,Average
9893,Male,22,5,94,40,0,Yes,No,62,Average
9894,Female,16,8,59,44,5,Yes,No,65,Good
9895,Male,18,1,53,43,5,No,Yes,30,Poor
9896,Male,17,3,95,92,6,No,Yes,69,Good
9897,Male,19,3,69,80,4,No,Yes,55,Average
9898,Male,18,8,77,81,4,No,Yes,69,Good
9899,Male,22,6,62,86,7,No,No,63,Average
9900,Male,21,7,98,68,1,No,No,68,Good
9901,Female,22,6,57,58,5,No,No,50,Average
9902,Female,16,6,71,54,8,No,No,64,Average
9903,Female,20,10,56,86,10,Yes,Yes,81,Excellent
9904,Male,19,5,67,87,9,No,No,66,Good
9905,Male,16,2,64,96,0,Yes,Yes,50,Average
9906,Female,16,7,56,97,10,No,No,69,Good
9907,Male,16,10,79,53,10,Yes,Yes,74,Good
9908,Male,17,2,59,67,5,Yes,Yes,43,Poor
9909,Female,19,5,98,95,9,No,Yes,71,Good
9910,Female,18,9,68,42,4,Yes,Yes,56,Average
9911,Male,19,7,71,73,10,Yes,No,72,Good
9912,Female,19,3,59,96,3,Yes,Yes,64,Average
9913,Male,22,7,86,62,4,No,No,69,Good
9914,Male,16,6,69,73,8,No,Yes,72,Good
9915,Female,17,6,79,78,1,No,Yes,56,Average
9916,Male,19,3,76,78,2,No,Yes,54,Average
9917,Male,16,10,89,81,6,No,Yes,88,Excellent
9918,Female,18,1,81,40,1,Yes,Yes,35,Poor
9919,Female,16,8,73,99,8,Yes,Yes,79,Good
9920,Female,17,5,82,60,9,Yes,Yes,74,Good
9921,Male,20,8,82,92,10,No,Yes,82,Excellent
9922,Male,18,4,84,65,7,No,No,68,Good
9923,Female,21,4,80,96,10,Yes,No,80,Excellent
9924,Male,22,3,85,93,0,Yes,No,70,Good
9925,Male,21,10,86,76,4,No,No,71,Good
9926,Female,17,4,71,70,8,Yes,Yes,61,Average
9927,Female,20,8,52,99,8,Yes,No,69,Good
9928,Female,17,7,59,79,5,Yes,No,68,Good
9929,Female,16,5,84,94,7,No,No,74,Good
9930,Male,20,10,67,47,8,Yes,No,78,Good
9931,Male,20,10,83,98,8,Yes,Yes,87,Excellent
9932,Female,19,10,74,58,4,Yes,No,75,Good
9933,Female,17,6,95,54,9,Yes,Yes,75,Good
9934,Male,17,6,51,97,0,Yes,Yes,68,Good
9935,Female,21,8,76,43,10,Yes,No,77,Good
9936,Male,16,4,65,48,1,No,Yes,49,Poor
9937,Female,16,4,95,95,9,Yes,No,87,Excellent
9938,Male,19,5,64,80,6,Yes,No,73,Good
9939,Male,17,7,58,87,8,Yes,No,74,Good
9940,Male,19,1,94,77,4,No,Yes,66,Good
9941,Male,21,7,93,79,10,No,Yes,78,Good
9942,Male,20,2,99,57,2,No,No,52,Average
9943,Female,19,5,75,91,8,No,Yes,74,Good
9944,Female,19,2,53,97,7,Yes,Yes,66,Good
9945,Female,22,10,66,79,1,No,No,72,Good
9946,Male,20,10,85,72,2,Yes,Yes,82,Excellent
9947,Female,19,1,68,79,1,No,Yes,56,Average
9948,Female,19,3,65,55,3,Yes,Yes,54,Average
9949,Female,17,10,53,42,3,No,Yes,58,Average
9950,Male,22,1,97,82,9,No,Yes,68,Good
9951,Male,17,1,81,59,5,No,Yes,42,Poor
9952,Male,17,6,89,95,2,Yes,No,82,Excellent
9953,Male,22,9,62,77,10,Yes,Yes,82,Excellent
9954,Female,22,1,63,43,7,Yes,No,38,Poor
9955,Male,22,5,59,86,9,No,No,60,Average
9956,Male,21,6,91,91,7,Yes,Yes,78,Good
9957,Female,22,2,93,66,0,Yes,Yes,53,Average
9958,Male,19,4,93,45,1,No,Yes,49,Poor
9959,Female,18,4,53,72,0,No,Yes,44,Poor
9960,Male,22,7,54,69,7,Yes,Yes,72,Good
9961,Male,17,3,64,57,5,No,Yes,45,Poor
9962,Male,21,2,97,70,10,No,Yes,69,Good
9963,Female,22,2,96,57,2,No,No,56,Average
9964,Male,18,8,51,70,6,Yes,Yes,65,Good
9965,Male,19,4,70,43,10,Yes,Yes,58,Average
9966,Male,16,1,74,81,1,Yes,No,47,Poor
9967,Female,21,7,68,60,5,Yes,Yes,56,Average
9968,Female,22,2,94,48,4,No,No,47,Poor
9969,Male,16,10,69,92,6,No,Yes,85,Excellent
9970,Male,20,3,63,87,8,No,Yes,57,Average
9971,Male,17,4,95,64,7,No,Yes,68,Good
9972,Male,22,5,59,62,1,No,Yes,45,Poor
9973,Female,22,6,82,74,1,Yes,Yes,69,Good
9974,Female,22,6,58,56,8,Yes,Yes,68,Good
9975,Male,16,4,50,88,1,No,Yes,60,Average
9976,Male,18,2,56,84,2,Yes,Yes,56,Average
9977,Male,16,10,92,84,10,Yes,No,86,Excellent
9978,Female,21,3,96,76,6,No,No,70,Good
9979,Male,19,9,51,52,4,Yes,Yes,65,Good
9980,Female,21,10,63,84,4,Yes,No,79,Good
9981,Male,18,10,51,74,5,No,No,74,Good
9982,Female,19,8,56,60,5,No,No,68,Good
9983,Male,18,4,59,49,4,No,No,45,Poor
9984,Male,22,9,90,46,5,No,Yes,66,Good
9985,Male,19,4,66,52,0,Yes,No,45,Poor
9986,Male,22,5,82,48,4,Yes,Yes,62,Average
9987,Female,16,8,99,53,8,Yes,Yes,71,Good
9988,Female,17,4,94,80,2,No,No,59,Average
9989,Male,21,3,71,75,9,No,No,59,Average
9990,Male,17,2,98,64,9,No,Yes,71,Good
9991,Male,20,9,73,81,8,No,Yes,83,Excellent
9992,Male,22,5,64,45,9,Yes,No,63,Average
9993,Female,18,7,89,88,8,No,No,81,Excellent
9994,Male,16,2,71,85,4,Yes,Yes,66,Good
9995,Female,20,6,73,70,7,Yes,Yes,61,Average
9996,Male,21,4,76,89,8,Yes,No,70,Good
9997,Female,18,4,84,51,0,Yes,No,60,Average
9998,Male,19,2,60,95,9,No,No,54,Average
9999,Male,18,4,90,40,9,Yes,Yes,68,Good
10000,Female,22,8,62,97,6,No,Yes,67,Good
10001,Female,21,3,81,48,4,No,No,42,Poor
10002,Male,19,5,73,40,7,Yes,No,52,Average
10003,Female,20,3,72,48,6,No,No,52,Average
10004,Male,18,8,76,96,10,Yes,Yes,82,Excellent
10005,Male,16,6,76,93,5,No,No,70,Good
10006,Female,21,5,51,70,4,Yes,Yes,64,Average
10007,Female,17,8,50,70,10,No,Yes,65,Good
10008,Male,20,3,68,50,3,No,No,42,Poor
10009,Male,21,3,84,77,0,Yes,No,53,Average
10010,Male,19,4,81,73,1,Yes,No,68,Good
10011,Female,20,4,87,83,5,No,Yes,66,Good
10012,Male,22,8,94,84,1,Yes,No,70,Good
10013,Female,22,9,66,88,0,No,No,61,Average
10014,Male,22,10,97,96,1,Yes,Yes,93,Excellent
10015,Female,17,4,97,52,5,Yes,No,56,Average
10016,Male,17,4,65,59,4,Yes,No,53,Average
10017,Female,17,4,63,68,10,No,Yes,58,Average
10018,Male,21,9,53,60,8,Yes,No,75,Good
10019,Female,18,9,84,40,5,No,Yes,68,Good
10020,Male,19,8,67,65,4,Yes,Yes,73,Good
10021,Female,16,1,76,55,6,No,No,41,Poor
10022,Male,22,9,80,43,4,Yes,Yes,66,Good
10023,Male,20,3,89,58,10,No,No,67,Good
10024,Female,17,8,81,89,9,Yes,Yes,83,Excellent
10025,Male,22,1,57,55,0,Yes,No,44,Poor
10026,Female,18,10,56,77,1,No,No,58,Average
10027,Male,19,10,93,68,3,Yes,Yes,87,Excellent
10028,Male,21,3,81,87,1,Yes,No,59,Average
10029,Male,18,6,81,73,4,Yes,Yes,67,Good
10030,Female,17,3,54,47,3,No,Yes,45,Poor
10031,Female,22,1,80,40,9,No,Yes,50,Average
10032,Male,17,5,55,99,6,No,No,68,Good
10033,Male,21,7,86,72,10,Yes,Yes,81,Excellent
10034,Male,21,5,50,63,3,No,No,50,Average
10035,Male,22,4,52,83,8,Yes,Yes,68,Good
10036,Male,18,6,75,62,1,Yes,Yes,67,Good
10037,Female,19,8,69,94,10,No,Yes,78,Good
10038,Male,17,6,96,76,9,Yes,No,71,Good
10039,Male,19,2,70,51,2,No,Yes,50,Average
10040,Male,21,3,76,52,8,No,Yes,60,Average
10041,Male,19,9,54,52,8,Yes,No,73,Good
10042,Female,22,8,82,46,0,No,Yes,59,Average
10043,Male,16,4,70,69,10,Yes,No,66,Good
10044,Male,16,2,95,95,3,No,No,69,Good
10045,Female,18,5,68,41,0,No,No,52,Average
10046,Male,17,2,71,50,2,No,Yes,38,Poor
10047,Female,21,8,69,67,5,No,Yes,70,Good
10048,Female,22,4,50,51,10,Yes,Yes,58,Average
10049,Male,22,6,91,50,3,Yes,Yes,64,Average
10050,Male,22,1,91,58,2,Yes,No,58,Average
10051,Male,18,3,83,100,4,No,Yes,60,Average
10052,Male,19,8,58,58,5,Yes,Yes,59,Average
10053,Male,22,1,83,60,8,No,No,49,Poor
10054,Female,20,4,60,64,9,No,No,60,Average
10055,Female,17,2,51,48,9,Yes,Yes,39,Poor
10056,Female,19,6,83,53,10,No,No,61,Average
10057,Male,20,7,58,40,8,Yes,No,65,Good
10058,Female,18,9,63,51,9,No,Yes,73,Good
10059,Male,17,7,82,79,0,Yes,No,72,Good
10060,Male,16,8,80,62,4,No,No,60,Average
10061,Male,21,2,76,96,10,Yes,No,76,Good
10062,Male,19,7,69,86,0,No,Yes,59,Average
10063,Female,16,1,63,76,0,Yes,No,40,Poor
10064,Female,19,7,71,79,5,No,No,60,Average
10065,Male,16,4,81,50,1,Yes,Yes,54,Average
10066,Female,20,1,83,81,4,Yes,No,51,Average
10067,Male,19,3,53,91,8,No,Yes,60,Average
10068,Female,17,3,56,63,6,Yes,No,50,Average
10069,Male,19,9,59,80,5,Yes,Yes,80,Excellent
10070,Female,18,5,80,59,3,Yes,No,62,Average
10071,Female,18,6,65,90,8,Yes,No,64,Average
10072,Female,18,5,54,52,9,Yes,No,56,Average
10073,Male,17,3,86,71,9,Yes,Yes,64,Average
10074,Male,17,2,99,49,3,No,Yes,51,Average
10075,Female,21,3,83,72,8,No,Yes,59,Average
10076,Male,16,1,90,62,2,Yes,No,48,Poor
10077,Female,22,9,68,46,0,No,No,64,Average
10078,Female,18,4,58,55,8,No,Yes,59,Average
10079,Female,17,7,96,58,2,Yes,No,71,Good
10080,Female,17,3,82,86,10,Yes,No,70,Good
10081,Female,20,2,78,87,4,Yes,Yes,54,Average
10082,Female,20,2,87,45,8,Yes,Yes,63,Average
10083,Male,18,6,94,48,7,No,Yes,72,Good
10084,Female,16,5,57,98,0,Yes,Yes,61,Average
10085,Male,22,3,85,64,4,Yes,Yes,63,Average
10086,Female,19,8,91,43,3,Yes,Yes,65,Good
10087,Male,21,5,87,41,3,No,No,60,Average
10088,Male,19,9,83,78,7,Yes,Yes,75,Good
10089,Female,16,1,55,74,5,No,No,38,Poor
10090,Male,22,8,98,56,4,No,Yes,69,Good
10091,Female,21,8,56,70,4,No,No,54,Average
10092,Female,20,3,65,49,8,No,Yes,49,Poor
10093,Male,17,7,59,52,0,No,No,55,Average
10094,Male,22,1,94,94,7,Yes,No,74,Good
10095,Female,16,9,95,63,8,No,Yes,73,Good
10096,Female,17,6,64,78,5,No,Yes,63,Average
10097,Female,18,3,58,56,3,No,Yes,43,Poor
10098,Female,17,7,98,89,9,Yes,No,85,Excellent
10099,Female,18,5,85,53,0,No,Yes,46,Poor
10100,Male,18,6,91,95,8,No,Yes,73,Good
10101,Female,21,8,81,90,2,No,No,75,Good
10102,Female,19,9,51,90,7,Yes,No,77,Good
10103,Female,22,2,51,69,1,No,Yes,47,Poor
10104,Male,18,1,61,67,4,No,Yes,41,Poor
10105,Male,16,5,76,83,4,Yes,Yes,63,Average
10106,Female,19,7,72,71,9,No,No,75,Good
10107,Female,20,2,94,53,4,Yes,No,56,Average
10108,Female,22,8,97,64,2,Yes,No,77,Good
10109,Female,21,4,78,75,6,Yes,Yes,57,Average
