Student_ID,Gender,Age,Attendance,Study_Hours,Assignment_Marks,Internal_Marks,Previous_Semester_Marks,Internet_Access,Family_Support,Extra_Curricular,Sleep_Hours,Daily_Screen_Time,Project_Marks,Quiz_Marks,Class_Participation,Final_Exam_Marks,Performance
STU_2026403,Female,22,51.8,4.7,55.1,55.0,62.5,Yes,Medium,No,7.3,5.6,65.0,89.3,88.7,64.4,Average
STU_2026404,Male,20,87.3,5.7,90.7,95.2,45.9,Yes,High,No,9.1,5.3,82.1,90.5,66.1,82.9,Good
STU_2026405,Female,18,60.1,1.5,69.0,45.5,77.4,Yes,Low,No,6.5,3.9,85.4,71.7,56.4,61.1,Average
STU_2026406,Male,23,97.9,9.8,70.8,97.8,66.8,Yes,High,No,8.7,4.3,86.8,70.2,94.5,85.5,Excellent
STU_2026407,Male,24,68.4,3.0,58.5,48.4,86.7,Yes,Medium,No,4.5,3.9,68.7,86.9,32.5,65.2,Average
STU_2026408,Female,24,66.3,3.7,74.4,83.2,53.2,No,High,No,5.3,6.9,65.8,85.0,89.9,62.8,Average
STU_2026409,Male,25,57.4,3.7,59.5,70.5,49.9,Yes,Medium,No,4.7,2.6,40.7,92.3,46.2,52.7,Average
STU_2026410,Male,20,65.3,3.1,42.4,92.5,64.4,Yes,Low,No,6.1,1.0,95.6,68.7,89.4,71.2,Good
STU_2026411,Female,20,93.8,1.0,56.3,71.0,95.6,No,Medium,No,9.0,5.6,76.2,97.7,39.7,70.7,Good
STU_2026412,Female,19,99.8,7.6,40.4,69.7,82.6,Yes,Medium,No,5.0,2.4,52.2,99.7,70.6,65.8,Average
STU_2026413,Female,24,68.4,9.7,98.7,47.7,65.1,Yes,High,Yes,7.5,7.2,95.2,38.2,92.2,77.8,Good
STU_2026414,Female,19,72.4,3.0,97.9,45.8,71.0,Yes,High,Yes,6.8,7.0,94.9,89.5,63.1,76.5,Good
STU_2026415,Male,19,86.1,7.0,63.7,94.6,,Yes,High,No,9.2,1.5,99.4,65.0,82.3,77.3,Good
STU_2026416,Male,23,94.3,7.7,83.7,56.3,99.1,Yes,Medium,No,5.1,1.7,92.4,57.1,86.3,76.2,Good
STU_2026417,Male,19,79.7,8.6,60.7,59.2,80.0,No,High,No,5.6,4.5,99.9,72.9,81.6,73.2,Good
STU_2026418,Female,22,69.6,4.8,80.3,84.4,57.1,Yes,High,No,4.6,5.3,54.7,33.9,94.8,66.6,Average
STU_2026419,Female,21,70.6,3.7,88.3,57.0,75.1,Yes,Medium,No,6.7,2.9,90.5,65.5,61.3,68.3,Average
STU_2026420,Female,18,84.8,3.9,96.8,96.9,46.6,No,Medium,No,5.9,6.0,89.4,91.0,42.1,73.2,Good
STU_2026421,Female,20,50.2,7.4,64.0,83.0,98.0,Yes,Medium,Yes,8.8,5.2,53.9,44.9,33.3,65.8,Average
STU_2026422,Male,22,81.0,8.4,87.0,73.8,50.5,Yes,High,No,7.5,3.3,45.9,59.8,47.3,66.3,Average
STU_2026423,Female,18,67.8,2.6,56.0,92.3,78.9,Yes,High,No,7.6,1.2,98.8,95.8,40.0,83.2,Good
STU_2026424,Male,24,89.7,4.3,99.4,38.2,54.7,Yes,Low,Yes,7.2,6.3,57.8,60.0,69.1,58.9,Average
STU_2026425,Female,24,54.6,9.1,41.5,51.7,83.1,Yes,High,No,5.0,2.5,92.3,55.1,42.9,67.7,Average
STU_2026426,Male,24,79.4,8.3,76.2,65.2,86.6,Yes,Low,No,6.7,6.8,40.2,60.8,32.7,67.9,Average
STU_2026427,Female,22,74.0,9.9,79.6,49.8,80.4,Yes,Low,Yes,9.5,3.9,41.3,66.4,32.5,62.2,Average
STU_2026428,Male,22,82.1,7.8,81.3,83.4,76.9,Yes,Medium,Yes,8.7,5.0,68.0,74.2,88.2,81.1,Good
STU_2026429,Male,20,53.2,4.5,47.2,94.7,93.5,Yes,High,No,9.0,7.1,54.3,86.0,71.4,68.9,Average
STU_2026430,Male,21,79.0,,96.3,62.5,44.7,Yes,Medium,No,8.6,7.0,81.4,61.6,55.1,66.9,Average
STU_2026431,Female,25,78.1,6.9,50.9,57.2,59.9,Yes,Medium,Yes,5.0,3.6,73.9,87.2,92.6,64.0,Average
STU_2026432,Female,19,78.0,,77.4,97.5,54.9,Yes,Medium,Yes,5.6,2.5,44.6,67.4,34.9,67.7,Average
STU_2026433,Male,24,80.2,5.9,53.4,63.9,99.3,Yes,High,No,4.5,6.4,49.8,53.7,98.6,66.8,Average
STU_2026434,Male,23,83.8,7.4,58.4,66.8,63.4,No,High,No,6.0,4.0,63.3,76.1,73.1,68.6,Average
STU_2026435,Female,21,90.2,2.5,72.8,57.9,84.0,Yes,High,No,5.0,2.3,51.1,80.2,42.8,62.7,Average
STU_2026436,Male,23,63.5,8.0,65.0,94.1,81.1,Yes,Medium,Yes,6.9,7.3,87.5,69.1,77.5,70.0,Good
STU_2026437,Female,20,91.3,6.3,49.6,72.0,52.7,Yes,Medium,No,7.9,2.4,65.0,34.0,83.4,64.7,Average
STU_2026438,Female,20,74.9,9.6,50.3,84.5,54.3,Yes,High,No,8.9,1.2,45.6,41.9,60.1,66.3,Average
STU_2026439,Male,20,53.9,1.4,65.1,87.8,56.9,Yes,Medium,Yes,8.2,1.1,69.1,50.0,90.3,70.7,Good
STU_2026440,Male,18,52.9,3.4,85.4,57.2,64.7,Yes,High,No,9.2,5.4,45.5,49.8,40.6,64.0,Average
STU_2026441,Female,23,66.7,6.4,93.9,63.2,54.1,No,Medium,No,4.8,5.6,47.7,77.1,49.5,59.1,Average
STU_2026442,Male,21,89.2,3.7,45.0,90.2,41.2,Yes,Low,No,4.6,3.2,54.4,31.3,36.5,52.6,Average
STU_2026443,Male,25,85.4,7.4,63.6,58.6,92.8,Yes,High,No,7.8,3.2,91.6,82.9,44.8,72.7,Good
STU_2026444,Female,21,89.4,7.8,46.0,86.6,97.9,Yes,High,Yes,5.9,3.4,95.5,48.6,46.7,80.8,Good
STU_2026445,Female,22,75.9,1.9,41.0,96.2,60.5,Yes,High,No,5.8,5.8,89.6,51.7,94.2,72.2,Good
STU_2026446,Female,22,72.0,,79.7,75.5,60.3,Yes,Medium,No,6.2,1.4,60.0,67.0,35.5,65.2,Average
STU_2026447,Female,24,57.4,5.6,76.1,83.2,40.4,Yes,Medium,No,5.8,7.5,56.3,45.1,59.9,58.7,Average
STU_2026448,Male,25,66.4,4.3,49.8,87.3,80.8,No,Low,Yes,7.1,2.6,72.9,91.9,67.3,73.2,Good
STU_2026449,Male,22,71.7,9.4,54.0,89.9,89.5,Yes,High,No,6.7,8.0,83.3,36.0,92.9,73.2,Good
STU_2026450,Female,20,54.4,8.4,41.4,60.7,48.8,Yes,Low,Yes,7.1,2.2,99.6,61.1,99.8,67.5,Average
STU_2026451,Female,21,61.0,7.3,90.1,38.3,49.6,Yes,High,No,7.9,6.4,47.9,89.5,82.7,67.5,Average
STU_2026452,Male,23,79.9,7.4,98.5,61.1,87.4,Yes,Medium,Yes,6.4,2.6,43.0,73.1,98.0,73.7,Good
STU_2026453,Female,20,86.8,5.2,48.1,78.8,77.0,Yes,High,No,5.8,1.6,81.7,50.5,85.1,68.7,Average
STU_2026454,Male,18,99.9,9.3,53.9,64.3,42.7,Yes,Low,Yes,5.3,7.1,89.9,59.5,97.4,61.7,Average
STU_2026455,Female,22,96.7,7.3,92.1,83.7,77.4,Yes,Medium,Yes,6.2,7.0,90.8,79.5,79.5,74.2,Good
STU_2026456,Male,20,82.1,7.6,95.6,58.2,58.5,Yes,Medium,No,8.2,3.8,80.7,98.1,35.6,76.9,Good
STU_2026457,Male,20,71.1,8.8,65.2,76.3,62.1,Yes,Medium,No,8.3,5.9,97.2,92.5,58.1,77.9,Good
STU_2026458,Male,18,81.8,3.5,43.0,47.1,86.2,Yes,High,No,7.8,4.9,70.7,54.0,75.3,72.6,Good
STU_2026459,Male,19,89.3,8.3,42.4,83.7,88.7,No,High,No,5.7,7.0,94.8,99.9,54.6,74.9,Good
STU_2026460,Male,21,55.9,2.8,74.4,70.5,64.0,Yes,Low,Yes,7.4,3.2,98.1,30.2,49.1,69.2,Average
STU_2026461,Female,23,70.5,4.1,63.6,48.3,96.8,Yes,High,No,7.4,4.7,90.8,31.9,70.4,69.8,Average
STU_2026462,Female,24,92.0,4.0,41.7,54.0,64.4,No,High,No,6.9,4.4,58.6,87.7,95.3,57.8,Average
STU_2026463,Female,19,69.2,9.8,75.0,83.7,86.3,Yes,Medium,Yes,7.2,3.5,51.8,44.0,32.4,71.9,Good
STU_2026464,Female,22,78.6,8.7,40.7,66.4,69.0,Yes,Medium,No,7.0,7.2,72.9,34.3,83.8,60.1,Average
STU_2026465,Male,20,79.4,7.3,87.2,49.0,93.9,Yes,High,No,7.3,2.2,67.2,46.6,80.6,75.5,Good
STU_2026466,Male,25,59.2,7.5,58.4,97.9,94.5,Yes,High,No,8.1,2.0,92.7,59.8,97.5,89.9,Excellent
STU_2026467,Female,18,68.1,6.1,42.4,81.5,45.2,Yes,High,No,5.0,5.0,46.0,81.1,95.1,60.7,Average
STU_2026468,Male,18,66.7,9.5,75.3,97.2,96.2,Yes,Medium,No,8.2,5.6,55.5,73.7,83.4,83.6,Good
STU_2026469,Female,25,51.3,5.5,63.9,62.8,89.5,Yes,Low,Yes,5.2,2.4,85.1,46.6,66.4,65.5,Average
STU_2026470,Male,21,51.2,4.4,98.4,65.9,87.5,Yes,Low,Yes,4.8,3.7,45.7,65.2,44.3,65.2,Average
STU_2026471,Female,19,91.6,2.5,72.7,93.4,52.1,Yes,Medium,No,9.4,7.6,59.2,94.8,68.2,68.5,Average
STU_2026472,Male,24,63.7,8.1,56.5,69.1,88.3,Yes,High,Yes,9.3,2.7,63.2,87.1,83.6,75.2,Good
STU_2026473,Female,21,75.9,7.6,82.6,81.0,91.0,Yes,Low,Yes,4.8,5.7,77.4,52.6,92.7,77.4,Good
STU_2026474,Female,25,64.9,4.5,56.3,51.4,57.3,Yes,Medium,No,6.7,6.2,49.5,98.8,85.3,54.8,Average
STU_2026475,Female,20,97.0,1.2,94.3,64.0,97.1,Yes,High,No,5.4,4.1,91.6,79.6,43.7,79.2,Good
STU_2026476,Male,25,63.0,8.6,62.5,43.0,43.0,Yes,Low,Yes,6.9,7.6,66.9,34.4,72.0,47.8,Poor
STU_2026477,Female,21,71.5,1.1,73.0,48.4,49.0,Yes,Medium,No,8.7,6.2,95.0,32.5,53.3,51.5,Average
STU_2026478,Female,23,93.6,7.3,43.0,35.1,72.3,Yes,Medium,No,9.3,4.2,68.1,41.8,30.6,53.6,Average
STU_2026479,Female,18,92.1,9.7,65.6,37.6,74.5,Yes,Medium,Yes,7.7,5.0,56.5,80.9,44.0,74.7,Good
STU_2026480,Female,18,59.3,4.9,89.9,98.5,78.7,Yes,High,No,6.3,5.8,48.5,42.9,37.9,68.5,Average
STU_2026481,Female,22,90.1,3.1,88.3,50.8,41.0,Yes,High,No,7.5,5.1,40.2,65.8,89.0,61.7,Average
STU_2026482,Male,22,72.9,7.3,53.5,78.1,97.6,No,Medium,No,6.1,7.2,71.9,36.5,48.1,63.9,Average
STU_2026483,Female,25,74.1,8.4,53.6,89.5,42.7,Yes,High,No,9.0,3.5,46.4,94.5,49.9,66.3,Average
STU_2026484,Female,24,56.7,5.9,89.0,70.8,48.6,Yes,Medium,Yes,8.9,3.1,63.5,54.1,97.2,65.4,Average
STU_2026485,Female,20,54.0,9.7,95.8,45.0,40.8,Yes,Medium,No,7.3,2.5,75.4,93.6,56.5,68.9,Average
STU_2026486,Male,23,86.4,1.5,45.7,82.3,74.0,Yes,Medium,No,6.1,1.3,56.5,96.1,30.7,60.1,Average
STU_2026487,Male,19,74.8,5.5,67.0,74.0,95.9,Yes,Medium,No,6.0,1.3,50.5,30.4,49.9,71.4,Good
STU_2026488,Female,21,71.8,7.5,60.2,82.5,80.0,Yes,Medium,No,4.7,7.1,86.5,62.5,38.4,73.4,Good
STU_2026489,Female,24,86.5,8.8,92.2,85.0,89.4,Yes,Medium,No,8.6,5.7,96.8,31.7,37.2,75.0,Good
STU_2026490,Male,20,88.3,2.6,45.0,98.4,40.8,No,Medium,Yes,6.8,5.6,46.0,93.6,35.4,49.1,Poor
STU_2026491,Female,22,57.9,8.2,52.7,72.3,72.5,Yes,High,Yes,6.1,5.3,49.3,66.3,71.5,64.1,Average
STU_2026492,Male,25,80.5,6.0,85.1,57.2,67.6,Yes,High,Yes,6.9,6.9,97.6,35.2,43.3,67.6,Average
STU_2026493,Male,21,56.8,4.6,43.1,77.2,69.9,Yes,High,No,8.6,4.4,42.3,37.7,55.3,68.6,Average
STU_2026494,Male,22,87.6,2.2,69.6,39.4,44.3,No,High,Yes,5.1,7.1,98.7,56.8,90.3,57.5,Average
STU_2026495,Male,25,82.8,8.8,66.5,93.3,81.1,Yes,High,No,8.8,3.5,40.3,95.8,59.7,71.9,Good
STU_2026496,Female,21,97.8,2.4,60.1,42.8,70.2,Yes,High,Yes,9.0,7.5,92.4,78.5,94.1,63.0,Average
STU_2026497,Male,19,53.4,3.8,63.7,56.3,85.9,No,Medium,No,9.2,5.9,58.4,90.7,64.9,58.3,Average
STU_2026498,Female,20,52.9,3.6,71.8,88.0,69.1,Yes,Low,Yes,6.5,2.8,96.3,55.7,57.9,72.1,Good
STU_2026499,Female,21,64.1,8.8,49.7,73.8,49.0,Yes,High,No,5.6,4.9,59.0,33.0,82.5,57.2,Average
STU_2026500,Female,23,63.1,7.1,74.3,60.6,78.9,Yes,Medium,No,6.4,4.7,79.3,98.2,35.1,70.9,Good
STU_2026501,Female,24,62.3,8.2,88.3,65.8,50.3,Yes,Medium,No,6.2,2.0,44.8,31.2,36.3,56.7,Average
STU_2026502,Male,18,95.3,3.3,85.6,90.5,92.3,Yes,High,No,5.4,5.1,54.5,96.3,75.6,79.1,Good
STU_2026503,Female,23,62.5,6.6,49.2,57.1,76.8,Yes,Low,No,7.5,3.2,86.4,55.8,64.1,66.8,Average
STU_2026504,Female,23,63.6,,49.0,91.5,49.4,Yes,Medium,No,6.9,1.4,71.7,30.7,85.3,67.1,Average
STU_2026505,Male,24,88.0,8.5,56.1,40.7,97.7,Yes,High,Yes,8.8,7.6,95.7,78.2,94.1,76.2,Good
STU_2026506,Female,18,72.5,9.2,61.7,85.5,71.1,Yes,Medium,Yes,4.7,5.5,65.7,98.6,57.2,78.0,Good
STU_2026507,Female,23,88.8,1.1,64.5,90.1,44.4,Yes,High,No,7.7,7.1,92.2,97.6,71.7,73.2,Good
STU_2026508,Female,21,53.3,7.1,80.8,46.8,77.6,Yes,Medium,No,8.3,5.7,66.9,41.3,65.0,66.3,Average
STU_2026509,Female,21,74.4,1.5,43.4,63.0,55.2,Yes,High,No,8.3,3.5,98.8,42.7,98.7,68.1,Average
STU_2026510,Female,21,51.7,5.9,42.1,45.8,88.2,Yes,Medium,Yes,8.9,4.6,97.6,69.6,88.2,67.3,Average
STU_2026511,Male,18,53.1,3.6,63.5,80.9,89.1,Yes,Medium,No,8.1,5.7,59.7,74.6,93.8,70.5,Good
STU_2026512,Female,23,95.3,3.8,81.8,69.8,98.7,Yes,Medium,Yes,9.1,7.7,93.2,81.8,47.8,76.6,Good
STU_2026513,Female,25,57.0,4.2,51.6,76.3,70.1,Yes,High,Yes,6.2,2.8,90.9,42.7,84.1,70.5,Good
STU_2026514,Male,18,76.6,6.6,78.5,47.8,67.3,Yes,Medium,Yes,7.0,7.1,52.6,97.1,48.6,74.1,Good
STU_2026515,Male,21,70.6,4.0,55.6,48.8,85.2,No,Medium,Yes,4.6,7.5,77.5,74.7,44.6,59.3,Average
STU_2026516,Male,24,67.4,7.6,93.2,37.7,47.9,Yes,Medium,Yes,4.5,5.7,44.4,89.3,96.1,55.3,Average
STU_2026517,Female,23,95.0,4.6,93.7,55.9,72.8,Yes,Medium,No,5.7,7.5,90.2,67.8,31.4,65.8,Average
STU_2026518,Female,23,51.1,1.6,57.8,71.4,72.8,Yes,Medium,Yes,5.0,3.8,50.5,59.0,97.6,60.6,Average
STU_2026519,Male,22,83.2,8.1,53.8,90.8,45.4,Yes,Low,No,5.8,7.7,44.2,98.4,40.4,67.7,Average
STU_2026520,Female,22,98.2,3.6,64.7,78.4,65.1,Yes,Medium,Yes,5.4,5.9,64.0,70.7,87.4,66.2,Average
STU_2026521,Male,19,78.0,4.9,54.4,63.3,91.2,Yes,Medium,No,4.6,1.3,74.6,90.7,49.3,73.7,Good
STU_2026522,Female,25,96.8,7.2,80.3,97.0,91.4,No,Medium,No,9.0,7.3,91.3,96.7,54.5,80.9,Good
STU_2026523,Female,25,52.6,4.0,89.6,81.8,46.0,Yes,Medium,Yes,4.5,4.4,98.5,77.3,45.2,73.3,Good
STU_2026524,Female,20,70.9,1.5,80.4,95.5,45.4,Yes,High,No,8.2,4.2,66.4,68.4,71.0,77.4,Good
STU_2026525,Male,25,63.0,4.4,89.5,69.3,55.8,Yes,Medium,No,5.3,5.0,43.6,30.2,54.4,57.6,Average
STU_2026526,Male,22,86.5,9.5,63.8,51.8,92.5,Yes,Medium,No,9.1,2.0,84.9,32.8,76.0,68.4,Average
STU_2026527,Male,18,99.1,6.8,49.4,38.4,47.7,No,High,Yes,9.0,4.3,73.9,44.1,31.1,58.2,Average
STU_2026528,Male,25,62.8,7.0,84.3,82.2,83.2,Yes,Medium,No,7.8,6.8,66.9,43.0,34.5,77.3,Good
STU_2026529,Female,22,82.7,6.7,61.6,42.9,46.1,Yes,Medium,No,7.9,1.1,58.6,47.8,37.0,59.3,Average
STU_2026530,Female,19,59.9,2.8,80.3,54.7,77.4,Yes,High,Yes,4.5,2.9,70.1,51.3,59.3,69.3,Average
STU_2026531,Female,23,78.3,4.8,56.2,69.6,61.4,Yes,Medium,No,9.4,1.0,60.3,55.2,87.0,64.5,Average
STU_2026532,Female,25,73.2,7.8,44.9,71.7,87.3,Yes,High,No,8.9,3.9,85.4,59.4,92.2,81.7,Good
STU_2026533,Female,19,98.6,1.9,99.6,74.0,54.0,Yes,High,No,9.0,6.1,72.6,36.9,47.1,66.7,Average
STU_2026534,Female,23,80.4,3.5,49.4,45.8,78.4,Yes,Medium,No,7.8,6.6,92.6,33.0,70.2,64.1,Average
STU_2026535,Female,24,67.5,3.5,99.3,59.7,54.1,Yes,High,No,6.2,7.6,72.6,77.2,83.8,61.3,Average
STU_2026536,Female,24,55.7,4.9,98.6,75.1,82.8,Yes,High,Yes,9.0,5.3,54.3,67.6,50.2,72.1,Good
STU_2026537,Male,23,57.6,9.8,87.6,98.0,92.4,Yes,Low,No,6.0,2.8,91.1,61.1,58.6,79.3,Good
STU_2026538,Male,25,61.3,1.6,79.6,82.3,47.6,Yes,High,No,7.3,7.5,73.4,74.4,66.7,73.9,Good
STU_2026539,Male,20,62.5,5.7,74.7,95.0,92.0,Yes,Low,Yes,5.0,6.4,52.4,87.9,39.4,63.2,Average
STU_2026540,Female,22,92.5,2.6,92.0,84.5,75.6,Yes,Low,Yes,9.1,5.0,77.4,59.9,31.8,71.9,Good
STU_2026541,Female,18,78.1,9.7,57.4,73.5,47.6,Yes,High,Yes,5.2,5.9,61.5,74.9,40.7,53.7,Average
STU_2026542,Male,18,76.2,2.0,68.1,47.5,65.7,Yes,High,No,5.6,7.5,90.7,96.8,73.9,61.6,Average
STU_2026543,Female,21,55.7,4.6,77.2,78.3,49.7,Yes,Medium,Yes,7.3,6.0,67.2,88.8,35.2,66.1,Average
STU_2026544,Female,23,93.0,7.6,64.7,75.5,82.0,No,Medium,No,8.3,3.6,83.6,59.8,43.3,80.0,Good
STU_2026545,Male,18,86.1,7.3,65.6,74.2,85.5,Yes,High,Yes,7.6,6.0,45.7,75.1,53.6,75.8,Good
STU_2026546,Male,25,53.4,4.8,59.8,66.8,46.3,Yes,Medium,No,5.7,1.3,63.8,42.4,35.5,52.5,Average
STU_2026547,Female,20,85.4,4.1,73.9,69.4,70.4,Yes,High,No,4.5,3.7,99.0,69.2,43.4,78.3,Good
STU_2026548,Female,23,77.2,4.6,91.0,56.7,88.9,Yes,Low,No,8.3,3.8,88.5,98.7,93.8,79.3,Good
STU_2026549,Female,20,54.1,3.4,52.1,68.8,96.2,Yes,High,No,9.4,2.2,49.6,66.3,31.4,65.7,Average
STU_2026550,Female,25,72.9,2.8,96.1,47.8,70.8,No,High,No,8.5,1.2,56.7,94.9,75.7,60.3,Average
STU_2026551,Female,18,74.2,5.3,81.3,87.3,97.0,Yes,High,No,6.8,1.9,59.8,58.5,56.9,75.8,Good
STU_2026552,Female,18,58.3,3.4,89.4,47.1,72.1,No,Low,Yes,9.0,5.6,79.0,99.9,77.1,56.8,Average
STU_2026553,Female,21,97.3,3.6,73.4,40.5,63.7,Yes,Medium,Yes,6.5,6.6,85.4,70.5,71.2,61.8,Average
STU_2026554,Female,18,92.5,6.9,86.8,63.4,90.9,Yes,Medium,No,7.1,7.9,85.0,33.0,45.6,75.6,Good
STU_2026555,Male,23,83.5,9.7,41.0,77.8,69.6,Yes,High,No,6.9,3.4,70.6,71.1,89.3,77.9,Good
STU_2026556,Male,25,73.1,6.4,89.1,63.5,68.3,Yes,High,No,6.7,5.2,88.6,49.2,64.4,74.5,Good
STU_2026557,Male,24,70.6,1.7,42.4,53.0,69.4,Yes,High,Yes,8.4,7.6,66.2,32.3,87.6,49.5,Poor
STU_2026558,Female,25,82.5,1.7,93.4,71.3,90.8,No,Medium,Yes,7.1,2.2,47.4,87.5,58.4,75.1,Good
STU_2026559,Female,23,77.3,9.6,99.5,57.6,89.9,No,Medium,Yes,6.1,6.0,73.9,49.3,98.9,66.4,Average
STU_2026560,Female,23,53.1,3.7,57.6,95.6,64.2,No,Medium,No,5.8,6.3,97.1,85.8,83.9,65.7,Average
STU_2026561,Male,21,75.6,1.8,52.6,95.0,60.0,Yes,High,No,4.7,1.6,87.6,50.2,97.6,69.7,Average
STU_2026562,Male,21,90.3,6.4,85.9,67.7,69.5,Yes,Low,No,7.4,7.0,74.7,43.6,66.0,66.4,Average
STU_2026563,Male,18,73.0,6.6,55.2,56.3,74.4,Yes,High,No,5.6,6.7,78.8,98.2,63.2,62.2,Average
STU_2026564,Male,19,52.6,6.8,91.9,82.9,54.3,Yes,Low,No,5.2,1.2,95.8,55.3,82.9,72.5,Good
STU_2026565,Female,25,89.3,3.4,46.2,37.4,87.6,Yes,High,No,7.8,1.6,65.7,72.1,91.6,61.9,Average
STU_2026566,Male,25,60.1,,47.6,65.9,69.2,Yes,Medium,Yes,7.9,1.3,59.9,72.7,97.5,66.8,Average
STU_2026567,Male,19,62.9,9.7,98.7,56.9,60.0,Yes,High,No,8.3,3.3,98.6,69.2,52.7,87.0,Excellent
STU_2026568,Female,21,58.2,3.3,80.4,94.8,46.4,Yes,Medium,Yes,7.0,4.6,91.8,94.0,85.9,75.7,Good
STU_2026569,Male,18,66.5,7.1,90.8,35.8,54.3,Yes,Medium,Yes,9.0,4.7,59.4,77.2,44.7,58.7,Average
STU_2026570,Female,19,87.8,7.4,59.5,70.9,97.0,Yes,Medium,No,9.2,2.9,67.8,58.3,68.2,64.8,Average
STU_2026571,Female,18,76.0,6.5,80.6,83.1,58.3,Yes,Medium,No,8.5,7.4,64.9,90.4,42.6,67.9,Average
STU_2026572,Male,18,60.2,3.8,75.7,66.5,50.1,Yes,Medium,No,7.7,3.6,48.9,42.7,54.3,63.2,Average
STU_2026573,Female,18,93.9,3.4,76.2,40.6,67.6,Yes,Medium,No,6.0,1.3,97.5,68.1,95.2,69.6,Average
STU_2026574,Female,22,94.0,6.4,81.0,98.2,58.4,Yes,Medium,No,9.4,3.1,64.3,96.5,40.2,77.5,Good
STU_2026575,Female,23,93.5,8.8,74.5,68.7,42.1,Yes,High,No,5.9,4.7,92.5,73.8,74.3,76.0,Good
STU_2026576,Male,18,61.9,9.5,65.7,74.9,59.4,Yes,Medium,No,5.5,3.9,51.4,87.2,71.5,76.5,Good
STU_2026577,Female,22,72.6,2.0,56.6,50.4,72.6,Yes,Medium,No,6.7,2.9,72.9,75.7,38.5,65.9,Average
STU_2026578,Female,21,99.2,2.4,86.1,66.4,73.1,Yes,High,No,4.8,1.9,41.4,88.8,52.8,67.6,Average
STU_2026579,Male,19,88.6,,53.6,62.9,61.4,Yes,Medium,Yes,9.4,6.7,85.9,96.1,69.4,63.7,Average
STU_2026580,Male,23,51.4,7.6,81.5,39.9,66.8,Yes,High,Yes,7.4,8.0,74.9,49.1,43.1,62.7,Average
STU_2026581,Female,24,53.3,8.9,54.0,41.9,97.9,Yes,High,No,7.3,3.3,77.5,41.9,86.0,67.9,Average
STU_2026582,Female,19,73.2,2.8,77.5,89.4,62.6,Yes,High,Yes,7.8,3.7,43.1,63.9,98.1,76.9,Good
STU_2026583,Male,23,95.5,6.3,84.8,50.6,55.5,Yes,High,No,7.0,5.3,52.7,79.1,45.0,60.3,Average
STU_2026584,Female,24,76.9,7.3,53.1,47.7,54.6,Yes,Medium,Yes,4.7,6.0,44.5,45.9,43.1,49.9,Poor
STU_2026585,Male,19,,7.1,43.6,67.8,67.5,Yes,Medium,Yes,7.6,3.7,57.3,30.3,61.8,67.4,Average
STU_2026586,Male,23,55.3,4.7,47.9,85.0,85.6,Yes,Low,No,8.1,7.3,77.6,54.0,82.3,68.6,Average
STU_2026587,Male,19,82.8,1.1,76.4,39.0,52.4,Yes,Medium,No,6.6,4.9,74.0,97.8,49.7,55.3,Average
STU_2026588,Male,19,91.1,6.2,91.0,72.5,82.6,Yes,High,Yes,8.3,4.2,76.7,78.6,31.4,88.1,Excellent
STU_2026589,Male,24,69.0,3.3,42.7,42.7,41.3,Yes,Low,No,5.6,5.5,73.0,58.1,67.9,37.4,Poor
STU_2026590,Male,19,88.8,5.1,84.0,37.4,65.1,Yes,Low,No,5.6,7.7,56.4,43.5,97.0,52.4,Average
STU_2026591,Female,19,98.2,9.6,60.5,38.4,86.6,No,Medium,Yes,5.3,6.6,54.7,54.9,57.4,57.4,Average
STU_2026592,Male,24,60.2,4.6,68.7,89.2,60.3,Yes,Medium,No,6.4,1.3,48.2,41.9,59.4,64.2,Average
STU_2026593,Male,21,76.2,8.6,95.7,42.7,73.8,Yes,Low,No,8.7,3.3,90.9,37.4,97.8,67.9,Average
STU_2026594,Female,18,64.4,,59.9,37.9,52.3,Yes,Medium,No,8.6,4.3,77.0,93.5,78.6,58.9,Average
STU_2026595,Male,25,89.6,7.1,67.9,63.5,84.5,Yes,Low,No,6.4,3.2,51.2,99.8,80.3,68.7,Average
STU_2026596,Female,20,78.9,9.8,40.8,89.9,43.1,Yes,High,Yes,7.4,5.9,50.6,41.5,69.4,64.5,Average
STU_2026597,Male,22,81.7,,44.9,52.1,91.2,Yes,High,Yes,8.1,6.8,92.4,33.8,98.2,67.4,Average
STU_2026598,Male,20,,1.1,55.5,62.4,51.9,Yes,Medium,No,5.7,6.1,84.6,53.1,78.2,55.7,Average
STU_2026599,Male,20,69.8,4.9,41.7,37.6,92.5,No,Medium,No,5.3,7.9,79.6,62.3,92.7,58.4,Average
STU_2026600,Male,23,95.8,1.8,77.9,64.2,61.2,Yes,Medium,No,9.4,2.9,64.4,44.3,79.0,61.4,Average
STU_2026601,Male,18,76.7,7.7,65.6,72.5,83.4,Yes,Low,No,7.6,7.1,55.7,51.1,81.5,70.8,Good
STU_2026602,Male,23,57.9,9.2,72.9,72.1,59.2,No,High,Yes,9.4,6.4,98.8,44.1,50.3,66.8,Average
STU_2026603,Male,18,84.8,4.9,50.5,56.6,94.4,Yes,High,No,6.2,3.5,87.8,84.2,51.2,71.1,Good
STU_2026604,Male,24,89.7,3.3,57.8,55.5,47.6,Yes,Medium,Yes,8.0,6.1,58.1,79.9,84.8,62.5,Average
